userCode,userID
U124023,20540
U091748,15159
U255340,42553
U164021,27161
U168009,27836
U199262,33084
U090579,14940
U085409,14060
U128460,21286
U166478,27572
U191755,31813
U282909,47109
U293130,48840
U218176,36284
U221314,36809
U171400,28411
U292779,48787
U022504,3633
U090553,14938
U240032,39924
U069900,11487
U059961,9808
U056551,9217
U149193,24741
U020246,3272
U242347,40305
U143671,23827
U100275,16593
U043185,7011
U181961,30103
U243005,40417
U019615,3166
U037402,6045
U033747,5442
U041368,6734
U137265,22751
U030035,4847
U246682,41043
U244170,40616
U200979,33396
U027867,4507
U176652,29240
U195062,32372
U237467,39470
U176607,29233
U008338,1308
U022613,3645
U061521,10073
U109092,18054
U284248,47317
U277686,46230
U156897,25989
U045316,7352
U159623,26444
U239947,39905
U194937,32350
U105744,17493
U024072,3882
U014765,2384
U169439,28076
U138735,22977
U155704,25788
U098032,16219
U131430,21775
U126746,20985
U259859,43320
U177807,29435
U253734,42249
U157477,26082
U101100,16723
U203931,33884
U282671,47078
U112299,18616
U117044,19363
U294935,49154
U153091,25368
U225482,37491
U014783,2390
U298147,49685
U244746,40715
U030957,5005
U240527,40001
U284813,47413
U213787,35557
U140104,23206
U100024,16550
U006844,1070
U142549,23647
U109678,18148
U213501,35518
U165471,27413
U274265,45675
U036432,5887
U044387,7214
U285191,47466
U254616,42422
U169289,28049
U262651,43774
U126125,20881
U204465,33986
U111104,18402
U131821,21856
U272601,45444
U270652,45121
U087726,14464
U046158,7464
U099181,16414
U137957,22847
U194188,32228
U161254,26696
U174664,28926
U069439,11389
U015206,2449
U194589,32290
U206221,34276
U296212,49376
U035046,5648
U114413,18956
U094626,15649
U057654,9424
U112935,18720
U197861,32849
U234925,39057
U280736,46772
U230801,38364
U138419,22918
U079024,13008
U271769,45287
U104871,17340
U206889,34394
U196202,32553
U069976,11501
U217714,36209
U226241,37604
U202876,33691
U112528,18665
U186229,30824
U108970,18032
U160700,26604
U071279,11702
U072636,11930
U241798,40212
U120292,19940
U095108,15722
U277865,46260
U245768,40882
U074497,12234
U085227,14030
U168895,27990
U257742,42970
U078331,12898
U277466,46194
U282321,47028
U282530,47058
U262525,43753
U132591,21970
U127942,21190
U199301,33089
U152226,25213
U173578,28750
U087288,14385
U276522,46038
U015430,2486
U190772,31647
U165285,27377
U253470,42195
U226174,37595
U212491,35355
U073156,12014
U137334,22762
U201320,33446
U299592,49932
U252290,42000
U029684,4799
U177611,29401
U258519,43106
U182398,30173
U107172,17731
U184280,30481
U085358,14052
U029420,4770
U111532,18486
U242344,40303
U055661,9080
U189813,31485
U268180,44706
U256554,42774
U092226,15247
U180194,29811
U213990,35605
U058708,9587
U080116,13185
U210073,34935
U108401,17925
U240889,40068
U104627,17292
U149874,24847
U059937,9802
U267285,44531
U134260,22232
U028267,4581
U152041,25187
U271617,45268
U276286,45994
U109359,18102
U196831,32662
U293030,48822
U247132,41121
U234587,39001
U080948,13322
U163708,27109
U015769,2532
U171895,28488
U112961,18726
U205397,34137
U026893,4345
U155376,25729
U111851,18545
U011344,1824
U171079,28352
U204238,33949
U132157,21905
U199800,33182
U052969,8622
U010997,1765
U050963,8284
U202445,33630
U212722,35387
U039483,6407
U259397,43250
U228513,37972
U007113,1112
U286200,47642
U143724,23834
U109316,18095
U250104,41636
U272738,45467
U216603,36036
U257229,42894
U207031,34424
U065000,10661
U177088,29312
U192657,31976
U197095,32709
U213360,35503
U210774,35059
U081335,13384
U211655,35209
U253884,42276
U290706,48407
U026527,4277
U208116,34614
U283957,47264
U064986,10658
U053095,8645
U297299,49545
U200359,33281
U015482,2494
U267265,44526
U003647,573
U217374,36157
U190100,31542
U160141,26527
U295362,49229
U219127,36438
U119055,19733
U067775,11125
U141071,23369
U101894,16841
U014212,2293
U148203,24586
U214252,35638
U048745,7914
U002631,434
U157526,26089
U230677,38339
U291805,48621
U112505,18657
U025392,4095
U299646,49940
U181571,30032
U290309,48348
U282290,47021
U248186,41292
U051917,8424
U141553,23461
U204162,33931
U125417,20769
U076418,12559
U093934,15529
U212334,35326
U185531,30706
U272686,45457
U047272,7653
U137284,22754
U068801,11281
U294517,49076
U105537,17448
U063997,10498
U139544,23111
U261408,43557
U154293,25553
U072033,11831
U110862,18365
U122255,20263
U194202,32230
U106903,17694
U117134,19379
U184843,30574
U283939,47259
U109833,18175
U280832,46786
U053241,8670
U095554,15803
U209343,34823
U204466,33987
U003026,502
U126794,20993
U071653,11763
U220239,36625
U019603,3160
U266345,44384
U086418,14235
U054405,8873
U222974,37093
U008673,1370
U058847,9611
U072754,11950
U197274,32746
U215237,35808
U002840,470
U032493,5261
U107333,17761
U299568,49929
U126872,21006
U154217,25542
U188814,31308
U015013,2425
U085799,14123
U175090,28992
U142985,23716
U251627,41883
U038138,6180
U183594,30366
U283655,47220
U027356,4417
U223731,37228
U228579,37982
U169946,28172
U119550,19820
U058250,9504
U226522,37652
U032112,5185
U038041,6165
U292751,48782
U209708,34875
U104799,17327
U269018,44853
U270838,45151
U012319,1988
U272602,45445
U051410,8361
U248217,41297
U020526,3308
U131631,21814
U295512,49261
U251912,41933
U006472,1012
U030605,4949
U095680,15820
U228970,38044
U134724,22320
U100566,16642
U045103,7317
U107851,17841
U181020,29939
U095174,15736
U175678,29080
U128667,21320
U163844,27142
U090333,14910
U018018,2907
U237786,39532
U069654,11432
U269441,44925
U084888,13982
U247147,41126
U102658,16987
U220064,36597
U104682,17304
U052810,8589
U296556,49426
U272252,45379
U018000,2902
U174674,28927
U257539,42943
U233625,38853
U010976,1761
U014766,2385
U266742,44442
U163289,27044
U232353,38624
U043616,7092
U226886,37707
U152272,25225
U015300,2467
U037724,6104
U008734,1383
U299532,49921
U067162,11012
U074545,12242
U155398,25733
U032349,5239
U295475,49257
U015809,2540
U063451,10414
U194522,32278
U140815,23329
U211016,35104
U106090,17545
U290552,48385
U156769,25971
U207209,34450
U117224,19392
U219074,36428
U063408,10408
U112369,18630
U062681,10274
U253109,42146
U232907,38725
U133181,22081
U289419,48213
U033614,5427
U290128,48325
U075494,12409
U228192,37913
U231355,38446
U034094,5502
U286895,47769
U203933,33886
U040682,6615
U008045,1265
U120574,19997
U288771,48094
U278540,46391
U205499,34157
U126075,20867
U048324,7835
U045153,7325
U222650,37030
U126823,20999
U268823,44828
U154051,25517
U113140,18746
U019205,3095
U262710,43781
U051962,8432
U063509,10426
U006267,986
U294202,49021
U199425,33110
U109034,18043
U164576,27249
U118233,19566
U029233,4736
U173808,28788
U208774,34724
U197273,32745
U137890,22837
U234413,38977
U058028,9471
U025517,4119
U232214,38602
U204402,33973
U239730,39872
U157924,26159
U034822,5616
U278471,46380
U220794,36719
U091625,15135
U159794,26467
U185499,30698
U278497,46383
U278656,46410
U238159,39588
U189518,31434
U111801,18536
U291533,48575
U020905,3375
U101063,16717
U240953,40078
U299636,49937
U132398,21933
U101314,16765
U043296,7032
U262806,43803
U204040,33901
U092974,15365
U051377,8354
U106741,17660
U131628,21812
U182079,30117
U137795,22822
U203114,33738
U060512,9908
U139226,23055
U183086,30279
U232814,38708
U054540,8895
U150017,24874
U244726,40708
U046749,7562
U096565,15959
U138831,22988
U003814,606
U297178,49526
U200791,33372
U186729,30905
U058090,9483
U221010,36756
U064639,10596
U014183,2284
U145694,24178
U119299,19771
U198838,33008
U268581,44784
U056667,9235
U041208,6704
U123554,20477
U138454,22924
U129380,21429
U161097,26667
U206553,34327
U197828,32842
U059825,9785
U166813,27625
U288930,48118
U287996,47966
U143772,23843
U152450,25265
U022046,3553
U162747,26941
U266933,44466
U091030,15019
U174186,28849
U091325,15071
U156551,25936
U166233,27527
U086684,14288
U271534,45254
U132911,22030
U176290,29175
U196507,32616
U062725,10286
U247552,41196
U257176,42886
U039952,6486
U173844,28791
U050592,8232
U240922,40074
U293994,48983
U094487,15627
U217758,36220
U047758,7730
U230908,38382
U279287,46520
U189831,31489
U254744,42446
U281624,46914
U292721,48778
U128372,21273
U041259,6714
U012560,2025
U027768,4489
U287741,47927
U198084,32890
U206236,34280
U240460,39993
U238870,39724
U024309,3921
U030784,4973
U232818,38709
U155655,25778
U075751,12446
U194717,32312
U236992,39391
U278958,46459
U201141,33419
U075886,12476
U043732,7105
U160057,26513
U182661,30211
U168875,27983
U025806,4167
U168852,27977
U051209,8318
U135595,22456
U180067,29794
U142412,23617
U151385,25093
U123792,20513
U224483,37342
U108987,18036
U206196,34270
U222620,37024
U258441,43092
U088329,14559
U290865,48439
U168862,27979
U173710,28772
U297749,49606
U280255,46681
U039936,6484
U011768,1898
U057040,9302
U299437,49901
U064944,10648
U178430,29528
U046887,7587
U082221,13535
U191844,31830
U155299,25716
U042318,6875
U179706,29723
U059012,9639
U037866,6132
U235260,39099
U277713,46237
U263188,43867
U077590,12779
U147721,24515
U145214,24104
U276103,45968
U176849,29277
U091445,15095
U232360,38627
U287353,47856
U128755,21338
U072708,11943
U100145,16569
U251880,41928
U080519,13253
U104635,17295
U193170,32067
U156540,25933
U128674,21322
U232292,38614
U023228,3753
U125654,20807
U097788,16183
U123139,20410
U138190,22885
U226362,37621
U063407,10407
U296297,49387
U033631,5430
U043637,7094
U045102,7316
U030433,4915
U036323,5860
U008679,1371
U271236,45206
U142805,23685
U259903,43327
U281195,46843
U191402,31756
U256543,42772
U210597,35021
U107346,17763
U097319,16091
U052227,8478
U116735,19302
U033955,5476
U266572,44416
U010214,1636
U152383,25250
U076649,12609
U122828,20359
U140667,23308
U193612,32136
U190705,31636
U272242,45375
U111479,18472
U021371,3453
U188840,31314
U076914,12657
U080361,13230
U067596,11091
U161641,26760
U075575,12422
U110047,18219
U213146,35468
U179704,29722
U050609,8233
U230869,38375
U048526,7872
U263579,43930
U221492,36835
U033814,5454
U148879,24696
U071304,11706
U243392,40476
U028787,4661
U170597,28280
U202071,33567
U177839,29440
U059804,9780
U051096,8296
U260997,43500
U275085,45796
U075502,12410
U189956,31516
U254833,42467
U215720,35894
U120161,19912
U263265,43874
U010244,1639
U158686,26292
U065221,10699
U261304,43541
U075250,12373
U016576,2670
U057801,9443
U110649,18328
U245998,40927
U180615,29875
U152516,25276
U038067,6170
U091609,15131
U040104,6511
U040923,6644
U140963,23351
U155307,25719
U072289,11870
U061418,10051
U123466,20458
U294008,48985
U085371,14054
U257162,42884
U098462,16303
U085907,14147
U022189,3578
U167759,27796
U070329,11549
U013245,2154
U050932,8281
U225786,37533
U023947,3864
U254678,42433
U035275,5690
U156400,25911
U114577,18983
U095295,15759
U274218,45668
U215802,35902
U069787,11459
U219785,36566
U119014,19722
U272560,45438
U209395,34832
U253003,42116
U164805,27300
U022081,3557
U176644,29237
U128310,21259
U160796,26617
U278064,46299
U154328,25560
U129956,21526
U012404,1999
U148872,24694
U083557,13755
U077966,12841
U204673,34020
U130897,21682
U189135,31365
U222511,37002
U129435,21443
U242811,40391
U173370,28724
U247256,41139
U180328,29832
U090981,15010
U058466,9538
U165643,27434
U231461,38470
U153628,25453
U238764,39709
U208167,34618
U080157,13195
U066993,10980
U114814,19021
U178782,29574
U214049,35612
U267060,44489
U092627,15305
U248354,41323
U242860,40395
U180754,29899
U041679,6776
U129065,21383
U067370,11039
U002189,360
U247881,41248
U116186,19230
U254447,42390
U235365,39116
U186814,30924
U074868,12310
U017517,2825
U281438,46887
U026133,4210
U177654,29407
U200179,33250
U169252,28045
U261656,43601
U296948,49478
U165602,27429
U027709,4478
U176892,29285
U255898,42650
U207995,34596
U214258,35639
U008412,1322
U180628,29877
U084648,13938
U278383,46356
U255235,42532
U186164,30816
U062163,10177
U193084,32049
U079148,13029
U200421,33292
U289568,48236
U037304,6029
U118661,19647
U159305,26392
U029987,4840
U290891,48447
U152959,25346
U065840,10804
U017085,2763
U134650,22303
U159376,26406
U047174,7637
U017744,2866
U178189,29482
U137771,22816
U097132,16066
U061485,10065
U245829,40894
U158752,26305
U112778,18696
U162215,26851
U124876,20684
U233941,38902
U056776,9257
U179024,29620
U073424,12052
U132039,21890
U097086,16060
U191084,31700
U201026,33402
U106005,17529
U157339,26062
U167096,27669
U149130,24732
U247760,41227
U027771,4491
U061025,9984
U019623,3168
U148124,24571
U222749,37049
U053341,8686
U135090,22381
U086634,14278
U024431,3936
U117736,19483
U004333,692
U049032,7964
U058063,9479
U123352,20436
U007184,1121
U050426,8205
U283887,47248
U234840,39039
U246249,40977
U269807,44979
U233123,38763
U079929,13154
U233553,38842
U177715,29416
U229147,38074
U157932,26160
U170884,28320
U187734,31091
U144826,24032
U143904,23881
U191528,31775
U220179,36615
U086548,14264
U292991,48817
U163021,26995
U163008,26992
U247796,41237
U178404,29522
U070518,11580
U167155,27683
U009130,1439
U105365,17419
U260961,43492
U217876,36240
U286911,47773
U007987,1256
U260598,43438
U163393,27062
U261759,43621
U298295,49708
U232054,38568
U085888,14142
U025874,4181
U045739,7409
U156351,25902
U285712,47564
U221928,36911
U243891,40570
U199707,33163
U268308,44729
U055822,9099
U272744,45469
U045632,7397
U271952,45320
U264505,44090
U185971,30781
U029274,4744
U278406,46363
U187847,31127
U186139,30810
U220013,36590
U161733,26775
U045796,7417
U134213,22221
U214697,35725
U173641,28762
U105781,17500
U217287,36144
U041374,6737
U050056,8142
U282235,47010
U158743,26303
U242761,40385
U080162,13196
U019645,3171
U018818,3026
U008756,1388
U287305,47847
U154700,25620
U057230,9343
U040071,6505
U275417,45844
U122882,20366
U002646,440
U031060,5021
U263133,43857
U246133,40953
U162698,26929
U221293,36808
U295279,49210
U128908,21361
U067668,11107
U249742,41585
U160536,26584
U251241,41825
U027001,4362
U109262,18086
U158632,26283
U143821,23863
U077351,12738
U171108,28361
U068892,11299
U113168,18752
U210939,35087
U185505,30700
U131375,21768
U256770,42811
U256958,42841
U089343,14734
U091482,15105
U272384,45403
U076310,12542
U149379,24763
U202958,33706
U218003,36255
U057666,9427
U088716,14619
U151811,25150
U246864,41076
U010146,1621
U248912,41424
U039695,6442
U018551,2985
U036361,5868
U280400,46702
U161918,26799
U284989,47435
U261672,43604
U111495,18476
U183502,30345
U076845,12644
U062694,10277
U228318,37935
U227692,37830
U038805,6285
U134985,22363
U276548,46042
U156664,25955
U102549,16965
U113016,18729
U085455,14064
U079982,13169
U282924,47112
U259844,43317
U184215,30475
U041708,6779
U228024,37890
U209590,34858
U254120,42324
U285334,47494
U156409,25914
U069797,11461
U051130,8306
U088436,14568
U107456,17785
U010117,1615
U041497,6752
U197881,32852
U275032,45785
U018265,2942
U202710,33671
U082143,13528
U113478,18805
U273330,45556
U076041,12496
U083254,13702
U276924,46109
U293346,48872
U104810,17329
U179059,29624
U096703,15995
U264169,44038
U211040,35111
U099173,16413
U221790,36881
U179293,29657
U174308,28865
U064782,10623
U068298,11205
U050865,8269
U132236,21914
U208033,34604
U268512,44770
U039958,6488
U093504,15462
U060318,9870
U205008,34082
U276481,46030
U073385,12043
U008499,1333
U047869,7755
U138482,22930
U151924,25168
U170820,28310
U167901,27818
U063924,10483
U021016,3390
U109789,18168
U285692,47559
U091400,15087
U171182,28375
U012697,2053
U054380,8869
U003892,615
U102934,17035
U078361,12907
U268257,44721
U237308,39445
U192809,32000
U297710,49599
U122284,20266
U001953,321
U111402,18458
U229919,38209
U080347,13229
U123257,20426
U294719,49118
U075160,12359
U189233,31383
U090436,14923
U222726,37042
U088654,14605
U058455,9536
U183589,30363
U200906,33384
U034897,5626
U054350,8863
U075302,12380
U189073,31353
U124157,20562
U095060,15715
U212584,35371
U033016,5337
U222445,36990
U117647,19465
U121925,20205
U053564,8730
U114286,18929
U082395,13566
U195800,32485
U049231,7999
U223683,37220
U234231,38948
U264585,44103
U031099,5027
U280721,46768
U061164,10006
U049103,7971
U250099,41635
U235680,39175
U263082,43846
U009515,1513
U112367,18629
U031531,5100
U207883,34572
U130375,21586
U066504,10902
U066935,10972
U062155,10176
U224190,37298
U072061,11834
U077208,12713
U289831,48277
U059452,9710
U068560,11243
U290861,48437
U083284,13708
U036881,5953
U075094,12350
U044848,7283
U107778,17833
U281687,46923
U156689,25960
U208458,34679
U282640,47075
U054485,8883
U053193,8663
U199674,33157
U295330,49223
U277625,46219
U238339,39627
U012430,2004
U092062,15216
U177798,29433
U270762,45139
U162440,26890
U070352,11556
U280899,46797
U296121,49360
U189705,31463
U146016,24222
U029339,4752
U092961,15361
U104975,17360
U239429,39817
U045624,7395
U006153,961
U028595,4634
U150705,24998
U134817,22334
U007544,1173
U263850,43974
U211393,35166
U129960,21528
U123416,20445
U084562,13922
U041067,6679
U008587,1348
U235725,39187
U004135,656
U268574,44783
U268876,44832
U283754,47230
U130950,21693
U222311,36972
U096796,16009
U105456,17435
U134450,22262
U017430,2813
U134598,22295
U095253,15750
U104050,17197
U126944,21024
U029219,4733
U282736,47085
U237795,39535
U180125,29801
U030116,4859
U271219,45203
U104514,17274
U031136,5035
U007905,1238
U068853,11293
U166764,27622
U201099,33415
U117421,19426
U192670,31980
U295229,49203
U230338,38279
U158588,26277
U114942,19043
U297838,49628
U189351,31403
U032781,5307
U217537,36184
U244379,40656
U289716,48259
U018670,2999
U123670,20492
U118958,19706
U180663,29883
U197974,32867
U112494,18656
U084103,13852
U231970,38555
U048004,7785
U176219,29161
U002028,335
U187640,31069
U245999,40928
U265648,44284
U118621,19643
U201755,33515
U184138,30464
U033847,5465
U114004,18881
U138088,22865
U160047,26510
U125125,20715
U008629,1358
U198162,32902
U174966,28965
U193322,32088
U196938,32681
U058811,9600
U171092,28355
U244401,40660
U275673,45885
U090945,15004
U262176,43698
U250606,41728
U030562,4940
U232410,38640
U008244,1287
U146831,24351
U174443,28888
U126202,20893
U019949,3225
U051676,8387
U089751,14805
U017838,2873
U123295,20430
U105791,17501
U011456,1847
U295422,49243
U082777,13621
U006106,952
U108528,17951
U174394,28878
U252150,41978
U220048,36596
U281925,46962
U124440,20610
U207191,34447
U048771,7917
U205653,34181
U165294,27380
U005369,849
U000047,7
U172637,28593
U249219,41499
U211927,35255
U284350,47334
U088627,14598
U173191,28699
U235914,39218
U059604,9744
U062237,10188
U007176,1120
U103409,17104
U048713,7910
U112436,18643
U058812,9601
U173595,28755
U026958,4356
U276414,46017
U246930,41092
U283448,47186
U171920,28493
U110393,18282
U202261,33594
U089846,14822
U202519,33645
U239170,39778
U130801,21660
U043845,7120
U154843,25648
U126515,20940
U023690,3824
U084634,13933
U040909,6641
U240288,39963
U263898,43985
U037002,5976
U139910,23174
U171473,28425
U257523,42939
U254773,42452
U169849,28148
U092210,15246
U162713,26935
U267730,44623
U090595,14947
U019358,3119
U105564,17455
U238477,39651
U065748,10787
U078311,12895
U209116,34779
U229728,38178
U093258,15415
U245232,40795
U268849,44830
U210008,34922
U104214,17221
U185953,30779
U070973,11654
U209902,34910
U270241,45050
U130867,21676
U153750,25472
U233730,38873
U115131,19071
U283059,47129
U112609,18676
U289824,48275
U048419,7854
U135892,22515
U190389,31593
U192100,31881
U248413,41338
U146342,24276
U208014,34601
U244496,40680
U039207,6358
U052745,8577
U155061,25683
U234098,38932
U078537,12932
U247670,41213
U001348,233
U184941,30589
U143529,23805
U238417,39643
U240505,39996
U041199,6702
U259336,43243
U052076,8447
U223708,37224
U239454,39824
U100309,16598
U070450,11568
U016722,2702
U095268,15753
U021401,3458
U201921,33547
U197205,32731
U176039,29142
U130810,21662
U174203,28852
U171291,28391
U174054,28822
U293768,48942
U200443,33300
U295710,49297
U239387,39808
U216670,36042
U084296,13880
U263786,43964
U088678,14612
U145311,24119
U261903,43644
U062664,10272
U053974,8802
U145540,24151
U116663,19295
U159467,26418
U198974,33034
U143188,23752
U237709,39513
U033975,5482
U128277,21252
U086935,14329
U188152,31180
U133357,22099
U024531,3957
U131182,21728
U271205,45201
U187066,30967
U264397,44073
U294848,49142
U076236,12531
U165837,27469
U037125,5998
U105297,17405
U054567,8900
U267495,44570
U260539,43430
U072506,11906
U184050,30443
U141787,23508
U044416,7217
U024204,3905
U056038,9130
U170056,28196
U267840,44645
U244202,40623
U293842,48955
U130940,21691
U182210,30137
U170528,28274
U001093,182
U091013,15016
U182955,30260
U245825,40893
U249156,41482
U187438,31034
U164655,27268
U050824,8264
U258540,43110
U211620,35206
U248530,41354
U083082,13680
U216113,35962
U139947,23181
U078383,12911
U215471,35851
U088580,14590
U124926,20691
U103325,17093
U125738,20824
U248193,41294
U286120,47628
U215434,35843
U261311,43544
U193895,32182
U204824,34046
U086177,14195
U226944,37715
U083634,13769
U118162,19551
U005278,836
U273053,45513
U179005,29616
U013766,2221
U297744,49604
U297510,49573
U292756,48784
U078728,12964
U271747,45284
U226838,37700
U220711,36706
U153183,25383
U230336,38278
U177304,29347
U117059,19367
U258951,43177
U204515,33992
U126713,20979
U058978,9632
U280886,46794
U056623,9229
U124829,20676
U147496,24476
U051959,8431
U128560,21298
U272177,45361
U167505,27755
U154756,25634
U170694,28297
U228818,38025
U041399,6739
U264906,44152
U220241,36626
U010562,1690
U169398,28071
U143848,23871
U013358,2177
U175665,29075
U209567,34856
U170022,28189
U286455,47685
U042734,6926
U292095,48670
U161434,26725
U190979,31683
U237505,39475
U071442,11723
U209252,34799
U263413,43896
U153812,25484
U060065,9825
U180200,29813
U288396,48030
U049303,8015
U084087,13846
U179387,29673
U162995,26985
U063291,10383
U092984,15369
U224202,37300
U033264,5377
U200403,33288
U148584,24651
U039396,6388
U244771,40721
U125724,20821
U274725,45738
U266282,44379
U058712,9588
U094364,15606
U041780,6802
U103264,17083
U068964,11306
U172175,28528
U017413,2809
U086478,14251
U099435,16455
U222171,36948
U009516,1514
U081347,13387
U245986,40925
U246238,40975
U021664,3497
U053357,8688
U219146,36440
U010742,1723
U132054,21894
U209802,34893
U099932,16530
U237660,39507
U051373,8353
U193802,32168
U122235,20258
U126741,20984
U236778,39345
U115827,19175
U155763,25806
U175488,29047
U263300,43881
U185588,30711
U187150,30983
U033316,5386
U252599,42049
